,iyear,imonth,iday,extended,country,region,provstate,city,latitude,longitude,specificity,vicinity,multiple,success,suicide,attacktype1,targtype1,target1,natlty1,individual,weaptype1,nkill,property,ishostkid,gname
43035,2006,5,22,0,4,6,383,24,32.603077,64.890852,4.0,0,0.0,1,0,2,3,1706,4.0,0,5,3.0,1,0.0,Taliban
1799,1974,8,26,0,603,8,161,705,54.446968,-6.39292,1.0,0,0.0,1,0,1,4,797,216.0,0,5,1.0,0,0.0,Irish Republican Army (IRA)
68915,2015,7,16,0,45,3,264,1315,7.583191,-75.399966,3.0,0,0.0,1,0,3,19,1464,45.0,0,6,0.0,-9,0.0,Revolutionary Armed Forces of Colombia (FARC)
65703,2015,2,9,0,147,11,136,585,7.689167,9.250278,3.0,0,1.0,1,0,2,14,27,147.0,0,5,1.0,1,0.0,Fulani extremists
25024,1990,5,26,0,159,3,223,925,-11.967368,-76.978462,1.0,0,0.0,1,0,1,4,1830,159.0,0,5,0.0,1,0.0,Tupac Amaru Revolutionary Movement (MRTA)
68288,2015,6,15,0,200,10,167,1011,36.201721,37.14352,1.0,0,1.0,1,0,3,14,758,200.0,0,6,4.0,-9,0.0,Muslim extremists
60076,2014,5,10,1,92,6,105,369,18.564658,82.963632,1.0,1,0.0,1,0,6,14,27,92.0,0,8,2.0,1,1.0,Communist Party of India - Maoist (CPI-Maoist)
27131,1991,4,25,0,159,3,223,925,-11.967368,-76.978462,1.0,0,1.0,1,0,3,1,605,159.0,0,6,0.0,1,0.0,Tupac Amaru Revolutionary Movement (MRTA)
18651,1987,12,28,0,61,2,127,549,13.876111,-89.359722,1.0,0,0.0,1,0,2,4,704,61.0,0,5,0.0,1,0.0,Farabundo Marti National Liberation Front (FMLN)
45542,2008,9,21,0,185,8,67,254,43.320698,-2.420475,1.0,0,1.0,1,0,3,3,379,185.0,0,6,0.0,1,0.0,Basque Fatherland and Freedom (ETA)
77081,2016,10,19,0,228,10,151,664,13.586484,44.024105,1.0,0,0.0,1,0,3,14,760,228.0,0,6,1.0,-9,0.0,Houthi extremists (Ansar Allah)
23154,1989,9,23,0,159,3,223,925,-11.967368,-76.978462,1.0,0,0.0,1,0,2,10,1814,69.0,0,5,0.0,1,0.0,Tupac Amaru Revolutionary Movement (MRTA)
78531,2017,1,19,1,160,5,2,24,6.078236,118.314049,4.0,0,0.0,1,0,6,11,32,121.0,0,5,1.0,0,1.0,Abu Sayyaf Group (ASG)
51014,2012,2,7,0,92,6,102,976,18.583752,80.769661,1.0,0,0.0,1,0,2,1,1133,92.0,0,5,0.0,1,0.0,Maoists
66864,2015,4,11,0,228,10,37,144,12.825647,44.846416,1.0,0,1.0,1,0,2,14,13,228.0,0,5,2.0,0,0.0,Houthi extremists (Ansar Allah)
25386,1990,7,14,1,92,6,364,24,31.147131,75.341218,4.0,0,0.0,1,0,6,3,224,92.0,0,5,1.0,0,1.0,Sikh Extremists
42188,2005,7,13,0,186,6,207,853,8.457907,81.268402,1.0,0,0.0,1,0,3,12,6,186.0,0,6,0.0,-9,0.0,Liberation Tigers of Tamil Eelam (LTTE)
62723,2014,9,12,0,214,9,117,468,47.981647,37.762325,1.0,0,0.0,1,0,3,4,646,214.0,0,6,0.0,1,0.0,Donetsk People's Republic
30501,1992,6,9,0,45,3,266,24,9.337295,-73.653621,4.0,0,0.0,1,0,3,21,1210,45.0,0,6,0.0,1,0.0,National Liberation Army of Colombia (ELN)
75621,2016,7,25,0,173,10,155,24,17.658138,45.261024,4.0,0,0.0,1,0,3,3,85,173.0,0,6,5.0,-9,0.0,Houthi extremists (Ansar Allah)
15146,1986,2,4,0,159,3,223,925,-11.967368,-76.978462,1.0,0,1.0,1,0,3,2,1828,159.0,0,6,0.0,1,0.0,Tupac Amaru Revolutionary Movement (MRTA)
82752,2017,10,15,0,153,6,402,1566,33.831888,69.960989,1.0,0,1.0,1,0,3,4,1735,153.0,0,6,4.0,0,0.0,Tehrik-i-Taliban Pakistan (TTP)
6230,1980,2,14,0,97,10,333,1278,31.704338,35.194355,1.0,0,0.0,1,0,2,3,1417,97.0,0,8,0.0,1,0.0,Palestinians
37379,1999,5,30,0,92,6,239,1026,13.08268,80.270718,1.0,0,1.0,1,0,3,1,1167,92.0,0,6,0.0,1,0.0,Muslim extremists
16110,1986,8,19,0,45,3,278,24,2.243589,-77.010385,4.0,0,0.0,1,0,2,4,683,45.0,0,5,1.0,1,0.0,Revolutionary Armed Forces of Colombia (FARC)
21692,1989,3,17,0,160,5,285,24,12.367922,123.620761,4.0,0,0.0,1,0,1,2,1278,160.0,0,5,1.0,0,0.0,New People's Army (NPA)
24327,1990,2,28,0,92,6,225,24,22.258652,71.192381,4.0,0,0.0,1,0,6,2,1125,92.0,0,5,0.0,0,1.0,Maoists
15770,1986,6,13,0,159,3,223,925,-11.967368,-76.978462,1.0,1,1.0,1,0,3,9,1834,159.0,0,6,0.0,1,0.0,Tupac Amaru Revolutionary Movement (MRTA)
6401,1980,3,25,0,185,8,67,267,43.169068,-2.632655,1.0,0,0.0,1,0,1,1,414,185.0,0,5,1.0,0,0.0,Basque Fatherland and Freedom (ETA)
50066,2011,9,13,0,153,6,399,1564,34.006004,71.53743,1.0,0,0.0,1,0,2,14,13,153.0,0,6,5.0,1,0.0,Tehrik-i-Taliban Pakistan (TTP)
77291,2016,10,29,0,228,10,40,668,15.45639,45.324871,1.0,0,0.0,0,0,3,14,769,228.0,0,6,0.0,0,0.0,Houthi extremists (Ansar Allah)
3934,1978,3,3,0,185,8,69,234,43.258434,-2.921819,1.0,0,0.0,0,0,2,3,356,185.0,0,5,0.0,0,0.0,Basque Fatherland and Freedom (ETA)
36516,1997,9,16,0,45,3,344,1331,4.877025,-74.437413,1.0,1,0.0,1,0,3,19,1488,45.0,0,6,3.0,1,0.0,Revolutionary Armed Forces of Colombia (FARC)
35125,1996,3,6,0,159,3,223,925,-11.967368,-76.978462,1.0,0,0.0,1,0,1,14,1559,159.0,0,5,1.0,0,0.0,Shining Path (SL)
5225,1979,5,31,0,69,8,110,52,48.856644,2.34233,1.0,0,0.0,1,0,3,14,615,69.0,0,6,0.0,1,0.0,Corsican National Liberation Front (FLNC)
5418,1979,7,29,0,185,8,70,242,40.465595,-3.696263,1.0,0,0.0,1,0,3,19,401,185.0,0,6,2.0,1,0.0,Basque Fatherland and Freedom (ETA)
20326,1988,9,15,0,183,11,14,54,-26.31468,27.828306,1.0,0,0.0,1,0,3,2,93,183.0,0,6,0.0,1,0.0,African National Congress (South Africa)
78555,2017,1,19,0,92,6,102,390,18.391012,81.656929,1.0,0,0.0,1,0,2,14,525,92.0,0,9,1.0,0,0.0,Communist Party of India - Maoist (CPI-Maoist)
41278,2004,2,27,0,160,5,11,43,14.601285,120.952293,1.0,0,0.0,1,0,3,11,61,160.0,0,6,116.0,1,0.0,Abu Sayyaf Group (ASG)
48935,2010,11,20,0,45,3,261,1344,8.637411,-72.734019,1.0,1,1.0,1,0,3,19,1499,45.0,0,6,0.0,1,0.0,Revolutionary Armed Forces of Colombia (FARC)
25676,1990,8,21,0,61,2,121,511,13.69288,-89.199161,1.0,0,0.0,1,0,2,4,705,61.0,0,5,0.0,1,0.0,Farabundo Marti National Liberation Front (FMLN)
23990,1989,12,30,0,69,8,109,438,42.113828,8.701548,1.0,0,0.0,1,0,3,1,577,69.0,0,6,0.0,1,0.0,Corsican National Liberation Front (FLNC)
52960,2012,8,14,0,60,10,229,1007,31.1279,34.161843,1.0,0,0.0,0,0,2,21,1161,60.0,0,5,0.0,0,0.0,Muslim extremists
22000,1989,4,25,0,155,10,333,1276,32.222271,35.253506,1.0,0,0.0,1,0,1,14,1425,97.0,0,9,1.0,0,0.0,Palestinians
49759,2011,6,11,0,153,6,399,1564,34.006004,71.53743,1.0,0,1.0,1,0,3,1,1771,153.0,0,6,18.0,1,0.0,Tehrik-i-Taliban Pakistan (TTP)
60680,2014,6,7,0,37,11,94,312,10.93119,13.739053,1.0,0,0.0,1,0,2,14,27,37.0,0,5,2.0,1,0.0,Boko Haram
50245,2011,11,2,0,45,3,269,1336,2.998638,-75.30562,1.0,1,0.0,1,0,3,4,1493,45.0,0,6,1.0,1,0.0,Revolutionary Armed Forces of Colombia (FARC)
20158,1988,8,15,0,43,3,220,919,-29.906897,-71.25103,1.0,0,0.0,1,0,3,14,1050,43.0,0,6,0.0,1,0.0,Manuel Rodriguez Patriotic Front (FPMR)
6640,1980,5,29,0,185,8,67,240,43.291618,-1.977903,1.0,0,0.0,1,0,3,3,411,185.0,0,5,0.0,1,0.0,Basque Fatherland and Freedom (ETA)
77815,2016,11,28,0,160,5,4,36,7.099262,122.237204,1.0,0,0.0,0,0,2,14,47,160.0,0,5,2.0,0,0.0,Abu Sayyaf Group (ASG)
54719,2013,2,26,0,95,10,25,131,33.573486,44.547424,1.0,0,0.0,1,0,3,14,177,95.0,0,6,4.0,1,0.0,Al-Qaida in Iraq
65263,2015,1,20,0,228,10,42,149,15.325443,44.211895,1.0,0,0.0,0,0,1,2,746,228.0,0,5,0.0,-9,0.0,Houthi extremists (Ansar Allah)
63725,2014,10,30,0,228,10,41,158,14.058333,46.913056,1.0,0,0.0,1,0,2,4,246,228.0,0,5,1.0,0,0.0,Al-Qaida in the Arabian Peninsula (AQAP)
44472,2008,1,13,0,4,6,375,1517,31.499713,65.000854,3.0,0,0.0,1,0,2,3,1705,4.0,0,5,11.0,1,0.0,Taliban
56275,2013,7,31,0,153,6,401,1567,24.891115,67.143311,1.0,0,0.0,1,0,3,4,1770,153.0,0,6,0.0,1,0.0,Tehrik-i-Taliban Pakistan (TTP)
27677,1991,7,3,0,45,3,271,24,10.411301,-74.405661,4.0,0,0.0,1,0,3,19,1115,45.0,0,6,0.0,1,0.0,National Liberation Army of Colombia (ELN)
59441,2014,4,6,0,4,6,386,1522,35.605071,64.120113,2.0,0,1.0,1,0,3,14,308,4.0,0,6,0.0,1,0.0,Taliban
37037,1998,9,25,0,45,3,264,1353,7.00063,-76.26572,1.0,0,0.0,1,0,3,14,1510,45.0,0,6,6.0,1,0.0,Revolutionary Armed Forces of Colombia (FARC)
18926,1988,2,12,0,159,3,351,1626,-10.193333,-76.238889,1.0,0,0.0,1,0,2,4,1007,159.0,0,5,9.0,1,0.0,Tupac Amaru Revolutionary Movement (MRTA)
46039,2009,1,18,0,92,6,99,348,14.097995,77.280925,1.0,1,0.0,0,0,3,19,483,92.0,0,6,0.0,0,0.0,Communist Party of India - Maoist (CPI-Maoist)
45849,2008,12,13,0,160,5,281,1141,10.801934,123.488506,1.0,0,0.0,1,0,3,16,1312,160.0,0,6,0.0,1,0.0,New People's Army (NPA)
7371,1981,2,13,0,69,8,110,52,48.856644,2.34233,1.0,0,0.0,1,0,3,19,593,69.0,0,6,1.0,1,0.0,Corsican National Liberation Front (FLNC)
75231,2016,6,30,0,4,6,374,1487,34.516895,69.147011,1.0,0,1.0,1,1,3,3,301,4.0,0,6,17.0,1,0.0,Taliban
45006,2008,6,4,0,153,6,400,1577,33.590603,71.44062,1.0,0,0.0,1,0,3,1,1749,153.0,0,6,3.0,1,0.0,Tehrik-i-Taliban Pakistan (TTP)
32470,1994,2,18,0,160,5,6,27,6.637796,124.599145,1.0,0,0.0,1,0,3,14,34,160.0,0,6,11.0,1,0.0,Abu Sayyaf Group (ASG)
68389,2015,6,20,0,104,11,59,197,1.736307,40.056176,3.0,0,0.0,1,0,1,2,305,104.0,0,5,1.0,0,0.0,Al-Shabaab
64831,2015,1,2,0,214,9,117,477,47.313381,37.805458,1.0,0,0.0,1,0,2,4,48,214.0,0,6,0.0,-9,0.0,Donetsk People's Republic
49996,2011,8,21,0,228,10,41,167,13.932036,46.083254,1.0,0,0.0,1,1,3,2,256,228.0,0,6,5.0,1,0.0,Al-Qaida in the Arabian Peninsula (AQAP)
22009,1989,4,26,0,92,6,230,1451,32.726602,74.857026,1.0,0,0.0,1,0,2,8,1658,92.0,0,5,0.0,1,0.0,Sikh Extremists
12624,1984,8,12,0,183,11,14,57,-26.184113,28.033232,1.0,0,0.0,1,0,3,2,96,183.0,0,6,0.0,1,0.0,African National Congress (South Africa)
18735,1988,1,13,0,92,6,364,1433,32.040763,75.401886,3.0,0,0.0,1,0,1,2,1640,92.0,0,5,2.0,0,0.0,Sikh Extremists
9214,1982,10,3,0,61,2,123,547,13.719546,-88.360633,1.0,0,0.0,1,0,2,4,672,61.0,0,5,1.0,1,0.0,Farabundo Marti National Liberation Front (FMLN)
59627,2014,4,13,0,160,5,1,19,6.053166,121.042788,2.0,0,0.0,1,0,2,4,20,160.0,0,5,5.0,-9,0.0,Abu Sayyaf Group (ASG)
16040,1986,8,1,0,145,2,316,1199,13.564251,-86.02984,1.0,0,0.0,1,0,2,4,1336,145.0,0,5,1.0,1,0.0,Nicaraguan Democratic Force (FDN)
69229,2015,8,1,0,4,6,388,1531,35.760462,68.918177,2.0,0,1.0,1,0,7,15,198,4.0,0,8,0.0,1,0.0,Taliban
26075,1990,10,30,0,155,10,333,1276,32.222271,35.253506,1.0,0,0.0,0,0,1,1,1397,97.0,0,9,1.0,0,0.0,Palestinians
35141,1996,3,10,0,160,5,7,15,6.929089,122.07885,1.0,0,0.0,1,0,3,15,35,160.0,0,6,1.0,1,0.0,Abu Sayyaf Group (ASG)
27525,1991,6,12,0,159,3,223,925,-11.967368,-76.978462,1.0,0,1.0,1,0,3,1,399,159.0,0,6,0.0,1,0.0,Tupac Amaru Revolutionary Movement (MRTA)
15188,1986,2,14,0,61,2,123,525,13.491242,-88.173134,1.0,0,0.0,1,0,2,4,683,61.0,0,5,3.0,1,0.0,Farabundo Marti National Liberation Front (FMLN)
78549,2017,1,19,0,60,10,229,1009,31.250196,34.24128,1.0,0,0.0,1,0,3,4,250,60.0,0,6,1.0,1,0.0,Muslim extremists
32425,1994,2,7,0,45,3,268,1071,7.062532,-73.085812,1.0,0,0.0,1,0,3,2,1205,45.0,0,6,0.0,1,0.0,National Liberation Army of Colombia (ELN)
16465,1986,11,23,0,183,11,14,76,-26.252697,27.870275,1.0,0,0.0,1,0,3,2,135,183.0,0,6,0.0,1,0.0,African National Congress (South Africa)
18228,1987,10,7,0,92,6,364,24,31.147131,75.341218,4.0,0,1.0,1,0,1,14,1628,92.0,0,5,1.0,0,0.0,Sikh Extremists
55211,2013,4,21,0,92,6,101,352,23.395833,84.238515,1.0,0,0.0,1,0,3,14,487,92.0,0,6,0.0,1,0.0,Communist Party of India - Maoist (CPI-Maoist)
54593,2013,2,14,0,153,6,399,1600,33.370038,70.54496,1.0,0,0.0,1,1,3,4,452,153.0,0,6,8.0,1,0.0,Tehrik-i-Taliban Pakistan (TTP)
62845,2014,9,17,0,147,11,89,582,10.470701,7.779848,2.0,0,1.0,1,0,2,14,27,147.0,0,5,30.0,1,0.0,Fulani extremists
61570,2014,7,14,0,160,5,283,1136,7.833053,125.816497,1.0,0,1.0,1,0,3,4,1292,160.0,0,6,0.0,0,0.0,New People's Army (NPA)
3975,1978,3,17,0,185,8,69,234,43.258434,-2.921819,1.0,0,0.0,1,0,3,21,357,185.0,0,6,2.0,1,0.0,Basque Fatherland and Freedom (ETA)
79627,2017,3,30,0,104,11,51,187,2.809093,40.927444,1.0,0,0.0,1,0,4,2,250,104.0,0,5,0.0,1,1.0,Al-Shabaab
61575,2014,7,15,0,214,9,117,488,47.927954,37.371645,3.0,0,1.0,1,0,7,1,659,214.0,0,5,1.0,1,0.0,Donetsk People's Republic
7441,1981,3,7,0,69,8,113,451,43.610769,3.876716,1.0,0,1.0,1,0,3,1,599,69.0,0,6,0.0,1,0.0,Corsican National Liberation Front (FLNC)
64812,2015,1,1,0,214,9,117,481,48.372005,37.88657,1.0,1,0.0,1,0,3,4,48,214.0,0,6,0.0,-9,0.0,Donetsk People's Republic
33022,1994,5,16,0,159,3,223,925,-11.967368,-76.978462,1.0,0,0.0,1,0,3,1,1560,159.0,0,6,0.0,1,0.0,Shining Path (SL)
63764,2014,11,2,0,153,6,364,1579,31.590166,74.575894,1.0,0,0.0,1,1,3,14,13,153.0,0,6,62.0,1,0.0,Tehrik-i-Taliban Pakistan (TTP)
37755,1999,12,3,0,185,8,67,237,42.84964,-2.692359,1.0,0,0.0,0,0,1,2,409,185.0,0,8,0.0,0,0.0,Basque Fatherland and Freedom (ETA)
31640,1992,10,30,0,603,8,161,697,54.607712,-5.95621,1.0,0,1.0,1,0,2,14,804,233.0,0,5,0.0,0,0.0,Irish Republican Army (IRA)
55942,2013,7,3,0,228,10,39,153,14.54397,49.12458,1.0,0,0.0,1,0,2,2,236,228.0,0,5,1.0,0,0.0,Al-Qaida in the Arabian Peninsula (AQAP)
12572,1984,8,5,0,21,8,78,264,51.219062,4.40289,1.0,0,0.0,1,0,3,2,406,21.0,0,6,0.0,1,0.0,Basque Fatherland and Freedom (ETA)
74511,2016,5,13,0,147,11,136,630,7.487471,9.236722,1.0,0,0.0,1,0,2,14,27,147.0,0,5,5.0,0,0.0,Fulani extremists
60430,2014,5,26,1,214,9,117,468,47.981647,37.762325,1.0,0,0.0,1,0,6,7,657,422.0,0,5,0.0,0,1.0,Donetsk People's Republic
27544,1991,6,12,0,159,3,223,925,-11.967368,-76.978462,1.0,0,1.0,1,0,3,1,399,159.0,0,6,0.0,1,0.0,Tupac Amaru Revolutionary Movement (MRTA)
22040,1989,5,2,0,186,6,207,856,7.733107,81.68882,1.0,0,0.0,1,0,3,1,979,186.0,0,6,0.0,1,0.0,Liberation Tigers of Tamil Eelam (LTTE)
42209,2005,7,21,0,186,6,207,860,6.875271,81.830633,1.0,0,0.0,1,0,2,3,967,186.0,0,5,2.0,-9,0.0,Liberation Tigers of Tamil Eelam (LTTE)
36515,1997,9,16,0,45,3,269,24,2.535935,-75.52767,4.0,0,0.0,1,0,2,2,1508,45.0,0,5,0.0,1,0.0,Revolutionary Armed Forces of Colombia (FARC)
13338,1985,1,28,0,159,3,353,1385,-10.680652,-76.259918,1.0,0,0.0,1,0,3,21,1550,159.0,0,6,1.0,1,0.0,Shining Path (SL)
26636,1991,1,29,0,186,6,210,884,8.8341,80.760739,1.0,0,0.0,1,0,2,4,986,186.0,0,5,7.0,1,0.0,Liberation Tigers of Tamil Eelam (LTTE)
46990,2009,8,15,0,160,5,295,1168,13.493886,123.325117,1.0,0,0.0,1,0,7,16,1313,160.0,0,8,0.0,1,0.0,New People's Army (NPA)
71514,2015,12,1,0,228,10,151,664,13.586484,44.024105,1.0,0,0.0,1,0,3,14,753,228.0,0,6,0.0,-9,0.0,Houthi extremists (Ansar Allah)
4391,1978,10,14,0,185,8,67,234,43.258434,-2.921819,1.0,0,0.0,1,0,1,3,352,185.0,0,5,2.0,0,0.0,Basque Fatherland and Freedom (ETA)
75328,2016,7,5,0,228,10,40,668,15.45639,45.324871,1.0,0,1.0,1,0,3,14,345,228.0,0,6,0.0,1,0.0,Houthi extremists (Ansar Allah)
10094,1983,4,22,0,145,2,315,1208,13.330532,-86.1624,3.0,1,0.0,1,0,2,4,672,145.0,0,5,1.0,1,0.0,Nicaraguan Democratic Force (FDN)
69102,2015,7,26,0,160,5,1,2,6.088221,121.109329,1.0,0,0.0,0,0,6,4,7,160.0,0,5,0.0,0,0.0,Abu Sayyaf Group (ASG)
62825,2014,9,16,0,200,10,31,121,33.515244,36.292084,1.0,0,1.0,1,0,3,14,297,200.0,0,6,1.0,-9,0.0,Muslim extremists
33149,1994,6,17,0,45,3,264,1072,6.242026,-75.564766,1.0,0,1.0,1,0,3,1,1221,45.0,0,6,0.0,1,0.0,National Liberation Army of Colombia (ELN)
75977,2016,8,15,0,228,10,41,171,13.357599,45.69648,1.0,0,0.0,1,1,3,4,20,228.0,0,6,4.0,-9,0.0,Al-Qaida in the Arabian Peninsula (AQAP)
48313,2010,7,7,0,95,10,23,107,33.31065,44.038208,1.0,0,1.0,1,0,3,17,180,95.0,0,6,0.0,1,0.0,Al-Qaida in Iraq
63898,2014,11,9,0,95,10,23,750,33.633442,42.816579,3.0,0,0.0,1,0,6,14,13,95.0,0,5,71.0,0,1.0,Islamic State of Iraq and the Levant (ISIL)
66176,2015,3,5,0,214,9,117,469,47.098835,37.81987,1.0,0,0.0,1,0,2,4,48,214.0,0,6,0.0,0,0.0,Donetsk People's Republic
11394,1984,1,12,0,61,2,122,540,13.8222,-89.25389,1.0,0,0.0,1,0,2,4,683,61.0,0,5,5.0,1,0.0,Farabundo Marti National Liberation Front (FMLN)
15819,1986,6,19,0,159,3,223,925,-11.967368,-76.978462,1.0,0,0.0,1,0,3,1,1587,159.0,0,6,1.0,1,0.0,Shining Path (SL)
